timestamp_s,frame_index,box_index,track_id,cx_px,cy_px,w_px,h_px,diameter_px,diameter_cm
16.4864,276,0,-1,40,25,79.74,50.64,65.19,4.0324
16.5262,277,0,-1,40,25,79.74,50.64,65.19,4.0324
16.5789,278,0,-1,40,25,79.74,50.64,65.19,4.0324
16.6769,280,0,-1,41,27,82.46,54.02,68.24,4.2209
17.5577,300,0,-1,41,26,81.25,51.91,66.58,4.1183
17.6050,301,0,-1,41,27,82.07,54.72,68.40,4.2308
18.6891,326,0,-1,41,26,81.35,52.08,66.71,4.1266
19.1123,335,0,-1,42,26,83.04,52.11,67.58,4.1801
19.4454,341,0,-1,631,81,16.55,159.43,87.99,5.4427
60.4229,1240,0,-1,40,35,79.42,70.71,75.07,4.6432
82.1301,1706,0,-1,149,253,298.11,356.88,327.50,20.2574
285.7873,6632,0,-1,73,36,145.48,72.52,109.00,6.7420
304.7120,7102,0,-1,149,254,298.09,359.06,328.58,20.3243
323.0425,7556,0,-1,72,35,144.15,70.49,107.32,6.6384
337.1582,7891,0,-1,72,35,144.14,70.86,107.50,6.6496
350.0961,8215,0,-1,73,35,145.23,69.87,107.55,6.6526
350.1684,8217,0,-1,72,35,144.69,71.43,108.06,6.6839
353.9388,8311,0,-1,222,25,120.15,50.99,85.57,5.2930
374.2546,8795,0,-1,149,253,298.47,358.67,328.57,20.3239
374.2971,8796,0,-1,149,253,298.47,358.67,328.57,20.3239
374.3321,8797,0,-1,149,253,298.47,358.67,328.57,20.3239
374.3717,8798,0,-1,149,253,298.47,358.67,328.57,20.3239
374.4221,8799,0,-1,149,253,298.47,358.67,328.57,20.3239
