timestamp_s,frame_index,box_index,track_id,cx_px,cy_px,w_px,h_px,diameter_px,diameter_cm
2.3109,5,0,-1,263,418,322.38,121.38,221.88,13.7246
2.5126,6,0,-1,343,418,325.78,121.65,223.72,13.8382
2.6147,7,0,1,353,416,326.01,124.59,225.30,13.9363
2.7317,8,0,1,353,416,325.92,125.23,225.57,13.9528
2.8865,9,0,1,433,404,341.78,138.89,240.33,14.8659
3.1246,10,0,1,471,414,333.24,131.91,232.57,14.3861
3.3531,11,0,1,504,410,270.37,139.78,205.08,12.6851
3.4917,12,0,1,536,402,206.46,150.44,178.45,11.0380
3.8130,13,0,1,546,408,186.81,143.17,164.99,10.2056
4.0673,14,0,1,582,395,114.05,162.36,138.21,8.5489
4.1203,15,0,1,611,400,56.72,151.94,104.33,6.4535
4.3022,16,0,1,612,406,54.22,147.42,100.82,6.2361
4.5770,17,0,1,614,413,48.04,132.96,90.50,5.5980
4.8976,18,0,1,610,411,50.61,137.05,93.83,5.8039
5.0410,19,0,1,614,403,50.80,145.26,98.03,6.0635
5.2343,20,0,1,613,406,52.07,146.88,99.48,6.1531
5.5916,21,0,1,613,406,52.24,146.22,99.23,6.1379
5.9109,22,0,1,613,407,52.49,145.14,98.81,6.1121
6.1641,23,0,1,612,407,52.88,145.84,99.36,6.1459
6.4736,24,0,1,612,406,53.07,146.60,99.84,6.1755
6.5542,25,0,1,613,407,53.18,145.10,99.14,6.1324
6.5974,26,0,1,612,407,53.43,145.82,99.63,6.1624
6.6645,27,0,1,612,406,53.65,146.09,99.87,6.1775
7.0844,28,0,1,612,406,53.80,146.22,100.01,6.1861
7.3977,29,0,1,612,406,53.79,146.34,100.06,6.1895
7.7232,30,0,1,612,406,53.83,146.08,99.95,6.1827
7.7731,31,0,1,613,406,53.33,146.30,99.81,6.1739
7.9588,32,0,1,612,408,53.16,143.32,98.24,6.0769
8.1931,33,0,1,603,402,63.62,154.57,109.10,6.7482
8.4022,34,0,1,599,395,71.49,166.20,118.85,7.3513
8.7446,35,0,1,603,402,71.69,155.37,113.53,7.0227
9.1144,36,0,1,603,386,72.92,173.71,123.32,7.6277
9.3870,37,0,1,606,392,66.86,172.69,119.78,7.4088
9.4330,38,0,1,607,388,64.21,176.80,120.50,7.4538
9.7083,39,0,1,608,387,62.88,181.18,122.03,7.5485
10.0896,40,0,1,612,388,55.10,179.39,117.25,7.2524
10.2446,41,0,1,615,379,48.57,190.95,119.76,7.4079
10.5189,42,0,1,619,382,40.43,190.35,115.39,7.1377
10.8383,43,0,-1,628,392,22.96,137.13,80.04,4.9512
11.1716,44,0,-1,595,375,87.34,207.17,147.26,9.1087
