timestamp_s,frame_index,box_index,track_id,cx_px,cy_px,w_px,h_px,diameter_px,diameter_cm
3.3339,0,0,1,77,404,153.41,149.14,151.27,9.3570
3.4910,1,0,1,77,404,153.56,149.01,151.28,9.3576
3.5110,2,0,1,77,405,153.58,148.99,151.28,9.3578
3.5299,3,0,1,77,405,153.59,148.98,151.28,9.3578
3.5481,4,0,1,77,405,153.59,148.98,151.28,9.3578
3.5706,5,0,1,77,405,153.59,148.98,151.28,9.3578
3.5912,6,0,1,77,404,153.58,149.03,151.30,9.3591
3.6133,7,0,1,77,404,153.58,149.04,151.31,9.3594
3.6364,8,0,1,77,404,153.58,149.04,151.31,9.3595
3.6574,9,0,1,77,404,153.58,149.04,151.31,9.3596
3.6787,10,0,1,77,404,153.58,149.05,151.31,9.3596
3.6964,11,0,1,77,404,153.58,149.05,151.31,9.3596
3.7131,12,0,1,77,404,153.58,149.05,151.31,9.3596
3.7320,13,0,1,77,404,153.58,149.05,151.31,9.3595
3.7518,14,0,1,77,404,153.58,149.05,151.31,9.3595
3.7715,15,0,1,77,404,153.58,149.05,151.31,9.3595
3.7901,16,0,1,77,404,153.58,149.05,151.31,9.3595
3.8094,17,0,1,77,404,153.58,149.05,151.31,9.3595
3.8263,18,0,1,77,404,153.58,149.05,151.31,9.3595
3.8449,19,0,1,77,404,153.58,149.05,151.31,9.3595
3.8643,20,0,1,77,404,153.58,149.05,151.31,9.3595
3.8879,21,0,1,92,405,169.17,146.51,157.84,9.7633
3.9149,22,0,1,113,408,196.06,143.18,169.62,10.4919
3.9391,23,0,1,111,403,212.06,149.32,180.69,11.1768
3.9610,24,0,1,112,400,220.18,154.75,187.47,11.5958
3.9774,25,0,1,111,400,222.48,156.74,189.61,11.7285
3.9949,26,0,1,111,400,222.49,157.45,189.97,11.7508
4.0120,27,0,1,111,400,222.49,157.66,190.08,11.7573
4.0288,28,0,1,111,400,222.48,157.69,190.09,11.7578
4.0456,29,0,1,111,400,222.48,157.64,190.06,11.7563
4.0620,30,0,1,111,400,222.47,157.58,190.02,11.7541
4.0789,31,0,1,111,400,222.46,157.51,189.99,11.7518
4.0958,32,0,1,111,400,222.46,157.45,189.95,11.7497
4.1131,33,0,1,111,400,222.45,157.39,189.92,11.7477
4.1415,34,0,1,136,403,234.19,153.26,193.73,11.9830
4.1578,35,0,1,133,403,239.20,152.99,196.10,12.1296
4.1578,35,1,2,19,378,38.51,162.53,100.52,6.2179
4.1760,36,0,1,132,403,241.05,152.71,196.88,12.1780
4.1760,36,1,2,19,378,38.51,162.53,100.52,6.2179
4.1951,37,0,1,132,403,241.63,152.59,197.11,12.1923
4.1951,37,1,2,19,378,38.51,162.53,100.52,6.2179
4.2210,38,0,1,163,408,243.89,143.85,193.87,11.9921
4.2210,38,1,2,36,382,62.79,195.61,129.20,7.9917
4.2464,39,0,1,170,404,241.93,149.54,195.73,12.1072
4.2464,39,1,2,36,375,71.80,208.68,140.24,8.6747
4.2676,40,0,1,172,403,239.75,150.70,195.23,12.0760
4.2676,40,1,2,36,373,73.23,212.48,142.86,8.8365
4.2855,41,0,1,173,403,238.90,151.13,195.01,12.0626
4.2855,41,1,2,36,373,73.48,213.19,143.34,8.8662
4.3034,42,0,1,173,403,238.54,151.26,194.90,12.0558
4.3034,42,1,2,36,373,73.52,213.05,143.28,8.8629
4.3207,43,0,1,173,403,238.38,151.29,194.84,12.0518
4.3207,43,1,2,36,373,73.48,212.67,143.07,8.8500
4.3447,44,0,1,173,403,238.30,151.28,194.79,12.0489
4.3447,44,1,2,36,373,73.42,212.26,142.84,8.8354
4.3623,45,0,1,173,403,238.24,151.26,194.75,12.0466
4.3623,45,1,2,36,374,73.35,211.89,142.62,8.8218
4.3865,46,0,1,173,403,238.21,151.24,194.72,12.0447
4.3865,46,1,2,36,374,73.29,211.56,142.42,8.8097
4.4136,47,0,1,165,388,278.04,183.45,230.74,14.2728
4.4136,47,1,2,51,378,87.65,203.69,145.67,9.0104
4.4324,48,0,1,155,380,293.79,199.85,246.82,15.2672
4.4324,48,1,2,48,376,93.16,206.45,149.81,9.2663
4.4546,49,0,1,151,376,300.19,206.24,253.21,15.6627
4.4546,49,1,2,47,376,94.92,206.75,150.84,9.3301
4.4790,50,0,1,210,397,264.57,160.51,212.54,13.1467
4.4790,50,1,2,71,374,116.45,209.84,163.15,10.0915
4.5021,51,0,1,230,403,245.44,148.17,196.80,12.1733
4.5021,51,1,2,70,370,124.55,213.44,168.99,10.4531
4.5217,52,0,1,234,406,241.35,143.62,192.48,11.9061
4.5217,52,1,2,66,370,130.02,215.82,172.92,10.6963
4.5404,53,0,1,236,407,239.81,141.99,190.90,11.8084
4.5404,53,1,2,65,370,130.52,216.61,173.56,10.7357
4.5656,54,0,1,236,408,239.21,141.40,190.30,11.7714
4.5656,54,1,2,65,371,130.20,216.77,173.49,10.7312
